Out1,Out2
-0.122686360639454,0.123661031702024
-0.122686360639454,0.123661031702024
-0.0268569806119759,0.123661031702024
-0.0268569806119759,0.251009609901406
-0.0268569806119759,0.251009609901406
-0.0268569806119759,0.378358188100788
-0.0268569806119759,0.378358188100788
-0.0268569806119759,0.50570676630017
-0.0268569806119759,0.50570676630017
-0.0268569806119759,0.633055344499552
-0.0268569806119759,0.633055344499552
0.0689723994155025,0.50570676630017
0.164801779442981,0.378358188100788
0.0689723994155025,0.378358188100788
-0.0268569806119759,0.50570676630017
-0.122686360639454,0.50570676630017
-0.218515740666933,0.633055344499552
-0.314345120694411,0.633055344499552
-0.410174500721889,0.633055344499552
-0.506003880749368,0.760403922698934
-0.601833260776846,0.760403922698934
-0.601833260776846,0.760403922698934
-0.506003880749368,0.633055344499552
-0.506003880749368,0.50570676630017
-0.506003880749368,0.50570676630017
-0.506003880749368,0.50570676630017
-0.506003880749368,0.378358188100788
-0.506003880749368,0.378358188100788
-0.506003880749368,0.378358188100788
-0.506003880749368,0.251009609901406
-0.506003880749368,0.251009609901406
-0.506003880749368,0.123661031702024
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.314345120694411,-0.258384702896121
-0.314345120694411,-0.385733281095503
-0.314345120694411,-0.385733281095503
-0.314345120694411,-0.385733281095503
-0.314345120694411,-0.258384702896121
-0.410174500721889,-0.258384702896121
-0.410174500721889,-0.258384702896121
-0.410174500721889,-0.258384702896121
-0.410174500721889,-0.131036124696739
-0.410174500721889,-0.131036124696739
-0.506003880749368,-0.131036124696739
-0.506003880749368,-0.00368754649735739
-0.410174500721889,-0.00368754649735739
-0.410174500721889,-0.00368754649735739
-0.410174500721889,0.123661031702024
-0.410174500721889,0.123661031702024
-0.410174500721889,0.123661031702024
-0.410174500721889,0.123661031702024
-0.314345120694411,0.123661031702024
-0.314345120694411,0.123661031702024
-0.314345120694411,0.378358188100788
-0.314345120694411,0.50570676630017
-0.314345120694411,0.50570676630017
-0.218515740666933,0.50570676630017
-0.218515740666933,0.378358188100788
-0.218515740666933,0.378358188100788
-0.218515740666933,0.378358188100788
-0.122686360639454,0.378358188100788
-0.122686360639454,0.378358188100788
-0.122686360639454,0.378358188100788
-0.122686360639454,0.378358188100788
-0.122686360639454,0.251009609901406
-0.122686360639454,0.378358188100788
-0.122686360639454,0.378358188100788
-0.122686360639454,0.378358188100788
-0.218515740666933,0.378358188100788
-0.218515740666933,0.50570676630017
-0.218515740666933,0.50570676630017
-0.218515740666933,0.50570676630017
-0.314345120694411,0.50570676630017
-0.314345120694411,0.50570676630017
-0.314345120694411,0.50570676630017
-0.218515740666933,0.378358188100788
-0.218515740666933,0.251009609901406
-0.122686360639454,0.123661031702024
-0.0268569806119759,-0.00368754649735739
0.0689723994155025,-0.131036124696739
0.164801779442981,-0.258384702896121
0.164801779442981,-0.385733281095503
0.260631159470459,-0.513081859294885
0.356460539497938,-0.513081859294885
0.452289919525416,-0.513081859294885
0.452289919525416,-0.513081859294885
0.548119299552894,-0.513081859294885
0.548119299552894,-0.513081859294885
0.548119299552894,-0.513081859294885
0.548119299552894,-0.385733281095503
0.548119299552894,-0.385733281095503
0.548119299552894,-0.385733281095503
0.548119299552894,-0.385733281095503
0.548119299552894,-0.258384702896121
0.452289919525416,-0.258384702896121
0.452289919525416,-0.258384702896121
0.548119299552894,-0.258384702896121
0.548119299552894,-0.258384702896121
0.548119299552894,-0.258384702896121
0.643948679580373,-0.258384702896121
0.643948679580373,-0.258384702896121
0.643948679580373,-0.258384702896121
0.739778059607851,-0.385733281095503
0.739778059607851,-0.258384702896121
0.739778059607851,-0.258384702896121
0.643948679580373,-0.258384702896121
0.643948679580373,-0.385733281095503
0.548119299552894,-0.385733281095503
0.548119299552894,-0.385733281095503
0.548119299552894,-0.385733281095503
0.452289919525416,-0.385733281095503
0.452289919525416,-0.385733281095503
0.356460539497938,-0.385733281095503
0.356460539497938,-0.385733281095503
0.356460539497938,-0.385733281095503
0.260631159470459,-0.258384702896121
0.260631159470459,-0.258384702896121
0.164801779442981,-0.131036124696739
0.0689723994155025,-0.131036124696739
-0.0268569806119759,-0.131036124696739
-0.0268569806119759,-0.00368754649735739
-0.122686360639454,-0.00368754649735739
-0.218515740666933,0.123661031702024
-0.122686360639454,-0.131036124696739
0.164801779442981,-0.513081859294885
0.260631159470459,-0.640430437494267
0.452289919525416,-0.895127593893029
0.643948679580373,-1.02247617209241
0.739778059607851,-1.27717332849117
0.931436819662808,-1.40452190669056
1.50641309982768,-2.04126479768747
1.79390123991011,-2.29596195408623
1.50641309982768,-2.04126479768747
1.31475433977272,-1.65921906308932
1.02726619969029,-1.40452190669056
0.835607439635329,-1.14982475029179
0.548119299552894,-0.767779015693649
-0.122686360639454,-0.131036124696739
-0.98515078088676,0.378358188100788
-1.27263892096919,0.251009609901406
-0.98515078088676,0.123661031702024
-0.793492020831803,0.123661031702024
-0.601833260776846,-0.00368754649735739
-0.122686360639454,-0.131036124696739
0.164801779442981,-0.258384702896121
0.164801779442981,-0.385733281095503
0.164801779442981,-0.513081859294885
0.164801779442981,-0.640430437494267
0.164801779442981,-0.640430437494267
0.164801779442981,-0.640430437494267
0.164801779442981,-0.640430437494267
0.164801779442981,-0.640430437494267
0.164801779442981,-0.513081859294885
0.0689723994155025,-0.513081859294885
-0.0268569806119759,-0.513081859294885
-0.0268569806119759,-0.513081859294885
-0.0268569806119759,-0.513081859294885
-0.0268569806119759,-0.385733281095503
-0.0268569806119759,-0.258384702896121
-0.122686360639454,-0.385733281095503
-0.122686360639454,-0.385733281095503
-0.122686360639454,-0.385733281095503
-0.122686360639454,-0.385733281095503
-0.0268569806119759,-0.385733281095503
-0.0268569806119759,-0.385733281095503
-0.0268569806119759,-0.385733281095503
-0.0268569806119759,-0.385733281095503
-0.0268569806119759,-0.640430437494267
-0.0268569806119759,-0.767779015693649
-0.0268569806119759,-0.513081859294885
-0.0268569806119759,-0.385733281095503
-0.0268569806119759,-0.131036124696739
-0.0268569806119759,-0.00368754649735739
-0.122686360639454,0.123661031702024
-0.122686360639454,0.378358188100788
-0.122686360639454,0.50570676630017
-0.122686360639454,0.633055344499552
-0.0268569806119759,0.760403922698934
-0.0268569806119759,0.633055344499552
-0.0268569806119759,0.50570676630017
0.0689723994155025,0.50570676630017
0.0689723994155025,0.378358188100788
0.0689723994155025,0.251009609901406
0.0689723994155025,0.123661031702024
0.0689723994155025,0.123661031702024
0.0689723994155025,-0.00368754649735739
-0.0268569806119759,-0.131036124696739
-0.0268569806119759,-0.131036124696739
